text,label
"you can pass that along to my wife, daughter, daughters friend, my elderly motherinlaw. they spent several hours waiting.",0
i missed a goal on because of your inept male stewardess. i should have landed already but i have not taken off yet.,0
you are doing a horrible job at jfk...you need to rethink how you put these routes together. unprofessional,0
can you let me know status of flight pbijfk delayed 2.5hours now on board problem with hatch...,0
"thanks for response! crew has been very patient with us, but they are also frustrated. would not be so bad but airport is closed!",0
why did you interupt the staduim series on . i do not need to see your stupid commercials or emergency. info.,0
we are well aware. insufficient info. no options.,0
just sat on a plane for 3 hours in dulles,0
can we get a honest update on departure of flite 454. been on plane with infant children,0
you suck!we have been sitting here for 9hrs because of you are negligence,0
still waiting for bags from flight 26. it landed an hour ago.,0
complete waste of an entire day. pathetic.,0
flight 790 you had us stuck on the plane for nearly 4 hrs. set to take off only for flight control to deny us. the worst service,0
she did. she is still waiting on a callback...the lack of follow through is what is concerning. smh,0
she has...she has not heard from anyone in over a week. a nonstop flight and her baggage was loststolen. customer service,0
we got our luggage after waiting 40 mins and went home right after. not very family and ada friendly waiting that long w no chairs.,0
"flight 2202 out of jfk, 2 amp 12 hr delay. i could get over it if it was just weather relate flightd, but considering it is not come on",0
"figured it out 4 flight 2morrow. hard to believe with oil so low, and the killing you make that even part of a hotel cannot be compd",0
"we saw one, he was as useless as the tsa agents who inspected my shoes",0
disappointed with the missed connection from roc to slc and no reimbursement even though friend who is a pilot said it was due to atc,0
did not find them unfortunately but he was very helpful and took down my info incase they do get found,0
what crew? no one here is helping.,0
"if this is customer service, then please call me.",0
"no, we are at a hotel. also, jetblue lost my daughters luggage. how do you lose luggage if the plane never actually left!!!",0
"lipstick on a pig still a pig. you are new baggage claim sju is a disaster. no chairs, 20 mins wait for baggage.",0
no more than half an hour wait. it is unreal. finally first bag coming out. sju needs to work on this,0
how long does it take for a bag to get to the baggage belt!!!!! of a wait,0
we have been delayed and delayed here in palm beach... need to head to westchester. can you give me some info?,0
"hey jetblue, you stranded an entire plane that was supposed to go to jfk and we are getting restless. need better communication!",0
"hey jetblue, you cancelled flightled our flight from st maarten to jfk. stranded my family in the baggage area and lost my daughters luggage",0
your website is seriously horrible and so is your call center!! almost makes it tempting to fly someone else!!,0
why have not you allowed for flight changes into the ny area airports tonight? everyone is saying travel is treacherous.,0
"not cool. at the gate, turns out my flight from fll to jax is delayed, yet app says on time. not a good start.",0
"there is no supervisor available, so they could not do anything.",0
"i now learned that customer service at sxm works for the airport, not jetblue. they need a supervisor to do anything.",0
trying to fly from bos to jfk. flight delayed. traveling with kids. book a hotel or are we getting out tonight?,0
"we tried. they are not at all helpful. terrible customer service, at this airport, at least.",0
tell me at what point will you realize you cannot fly into dca tonight you cancelled flightled the 1pm when will you cancelled flight the 526,0
"making a bad situation worse. cancelled flighted flight, making us stay overnight in sxm. will not provide vouchers to stay in a different hotel",0
you already cancelled flightled the one before us to dca,0
"it is physically impossible to make it to the airport, and our flight is scheduled to leave in less than 3 hours.",0
at what point do you cancelled flight flights to dca other airlines have already cancelled flightled,0
i would like to send an email to lost and found at jetblue jfk i spoke to them this morning but cannot drive their today.,0
we want room and food allowances. agents are refusing to give us vouchers to use at rooms we book ourselves.,0
send more service agents so all the stranded passengers can be helped!!!,0
hopefully this flight seattle to boston 2pm will have wifi. our first one did not and we had to entertain ourselves!,0
as a customer it feels like i should stick to airlines other than jet blue. i travel for my work for past 5 years never seen 70,0
i have been in pricing for 8 years to know that 70 bucks a seat is criminal. 2030 i understand.,0
cough !,0
you guys need live chat.,0
it was but obviously it was not linked as there is nothing there when i tried to book with it.,0
quick ? why is a person traveling w a mosaic not get the green tag? does not make sense i end up waitin 4 my sons bag anyway,0
got it wish they would communicate more w us,0
continuing you record of never having a flight leave on time. add up how much time with with my family you have cost me.,0
i guess i have to redo the flight booking problems. ugh!,0
that sucks. oh well.,0
she is standing here on her cell no announcements no info,0
someone is here but has no info smh one bag came off and then nothing,0
there is is nothing there because apparently i have to connect them for that to be true.,0
can you see what is holding up flt 1002 bags? one bag came out nothing else for 10 minutes,0
why would not you just credit it right to my account instead of having a separate sign on. that seems pretty ridiculous.,0
"it seems i never received an id, just a password.",0
"yes, last month when boston got the first big snow storm and my flight was cancelled flightled.",0
where did my travel bank credit go? i cannot call you right now.,0
"love your airline...hate your website. just tried to book 2 tickets 1 w miles, 1 wout. absolute joke. needs a lot of work!",0
"yes, we have de baggage claim, i am so sad for the baggage and how they treat us please we need that baggage",0
"my moms baggage is lost, in fly 1557 fort lauderdalebogotá today, colombian employees treated us badly , need help please",0
no changes made. my sons pass printed on same conf . just mine not print after i expressed disapptment w jetblue,0
cancelled flighted,0
"you have very unhappy customer. after waiting 20 min on hold, rude amp uncaring rep has now frozen my account. cannot print bdng pass!",0
"the first place but i really did not need the extra stress at this already terrible time. oh by the way, i made the flight with 30",0
"that i missed my flight. i had to book this flight extremely last minute due to a family death, there is no excuse for attitude in",0
serious attitude. i was in the fault for running a tad behind but before she even knew my name or my flight info she assured me,0
"i fly wyou as much as i can, however your kiosks were broken in syr and there was 1 woman working the ticket counter... she had a",0
flying to denver march 1st and my flight itenary keeps getting changed what the heck...booked the trip 3 months ago,0
had me on hold foreverrrrrr,0
"not a happy customer. we have waited patiently, not to mention 150 and six months of marathon training, we need 2 be there tomorrow.",0
waiting for a flight to fl for 12 marathon tomorrow 4 charity. you bumped us 2a late flightr flight amp then cancelled flightled it. how can you fix this?,0
if you want to fly in a storm that is your right. but give us the choice. we have kids and do not want to chance it.,0
you . snow coming to dc area. tried to get on earlier flight. you refused. now flight 6.5 hours delayed. greedy and foolish.,0
thanks for including us on your tour! did you pack your winter coat?unfortunately yes,0
is the website down? cannot print boarding pass,0
"it is not ideal, but it is okay. better late flight than never!",0
yeah that is all been done. define incidentals? how much can i spend on gear so this trip is not a waste?,0
so you guys lost my bag that had all my ski gear in it. i flew here from nyc to ski. should i buy new stuff tomorrow? ...,0
on hold for 30 mins placed on hold then hung up on 2nd time in 2 days only looking for group rates. bossju 512 to 519 10 people,0
you are customer service is terrible.,0
now we are delayed until 102! this is ridiculous,0
you are flight attendants suck and are always rude 4th bad experience with jetblue tonight,0
says the person who has not been delayed for hours and now sitting on a runway with a wailing baby,0
"flight 672 delayed from 930 to 1147 now, still sitting on runway over 15 minutes so far. air travel at its best.",0
1242 now?! i may cry!,0
why will not the site let me book tickets for nov for jfk to kin?,0
late flight again lost almost 3 hours of my bay area weekend not to mention two hours of unnecessary vacation time from work.,0
yes i do. i will get you exact data. your download is fine it is your upload bandwidth and ping that are the issue. ping especially,0
appreciate the response worst part is losing the non refundable hotel in orlando. your crew blamed wind! hoping for no more delays!,0
"this is awful! flight out of jfk for our honeymoon is delayed again until 1225 am, and we lost money on a hotel now! ?",0
flight 348 is a freaking nightmare tonight,0
i appreciate the speedy response. but the longer you delay the more inconvenience you put on your customers. please nix change fee!,0
what is going on with flight 2034. delayed beyond 834. should not thre flights switch at that point?,0
what is up with the broken tv in seat 6f on flight 1818 today? planned to catch the game!!! nooooo,0
i bein calling jetblue no respond i leave my number no call back i think jetblue is loosing a customer,0
i am on flt 700 lax to fll both people are sleeping so id rather not disturb in flight. tried to dl movie no go,0
made it to and back missing it already! !,0
love you guys. you know that. but i paid for prem. wifi toplay . no go. ping terrible up too,0
thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on tarmac...,0
i do not have enough hands to count the number of times something like this has delayed my flight with you guys. very disappointed.,0
just called that number and left message. are you at to pass along message to team too?,0
any option for luggage assistance on the ground at hpn? flight 2168 delayed 2 hours amp we will have 2 sleeping kids when we land,0
can you ask slc checkinbag drop if they found a dark blueblackish fit bit flex? would have lost it there around 445pm mt,0
seriously?? what is going on?!,0
any news on flight 122 pbiboston delay? can we wait to arrive at airport based on reported 1 and 12 hour delay?,0
. i am sorry. boarding chaos is underway. please query again post scrum.,0
were boarding now i am really not impressed. i have learnt a very valuable lesson .,0
. yes. filed a claim and they issued 30 credit as a courtesy. the whole thing seems exceptionally uncourteous to me.,0
. yes and not boarding at 644. good luck with that. push wheels up to reality. dare you.,0
i tried a burger which was good but expensive! were lead to believe that food in the usa is cheap butnot here!,0
i am a trying ! but i am tired and getting grumpy !,0
"flight1407, it is been a long day! arrived from london at 11 this morning",0
why not deal with that while the planes on the ground instead of diverting the plane amp adding 2 hrs to the flight?,0
"looks like their inflatable car seats got left on the plane, so i guess they will be back sometime!!",0
jan 5? that is not summer,0
"no, the flight was not until 951pm, but it is already been delayed.",0
", why must you always delay my late flight night orlando flights?",0
...second incident of lost baggage. i sent you a dm. thoughts?,0
maybe announce the delay so we do not sit on the plane on the runway for an hour before taking off,0
flight 691 from bos to tampa takeoff 40 min late flight,0
". ah grasshopper, your twitterz kung fu no good. hire geeks.",0
did you discontinue nonstop service from sjc to bos? cannot find 471 or 472 anywhere,0
noooo!! why is our previously direct flight from fllgtsfo diverted to las? now arriving almost 2 hrs late flightr.,0
well let us see. you could pay for my negroni with bitcoin.,0
cannot seem to dm you guys... jdhadp,0
two delays. a little proactive communication goes a long way. ?,0
worst view for an athlete watching your team from the front seat of the chase van,0
"poor storm customer service, 1hr takeoff delay waiting for the snack cart, rude steward no names and i love you guys.",0
"before departure, while people who are delayed get up to 200 to compensate their time...",0
"no, it is one i am trying to make, but it is probably too late flight. i did not see an email that i could call. pittsburgh international.",0
has the worst customer service out of any airline company.,0
what is up with the random delay on flight 1729? any chance of it being a false alarm?,0
"i lost a day at the airport and off my trip, i should be compensated for the inconvenience!!!!!",0
what is the reason for the delay,0
s ceo battles to appease passengers and wall street waterbury republican american,0
do not really know what that means but this is not the best firsttimeflyingwa16mo old experience. likelihood of addtl delays 2nt?,0
"i jetblue but i was on flt 277 from fll to sfo. tke off was over 1 hr late flight, div to phx amp got in 2 hrs late flight. what will be done?",0
sis and 16 month old nephew are. last nights flight and this am mega delayed. now this evenings is starting w delays. why?,0
what is going on with your bdl to dca flights yesterday and today?! why is every single one getting delayed?,0
"basically stole my glasses, and now i cannot drive or see in my classes and they are not answering my phone calls.",0
"we have been delayed for almost 2 hrs. i take jetblue because i have had good luck, but today is really frustrating.",0
something they are not telling us 2,0
we have been on the runway for over an hour. now the water pressure is low and taxiing back for maintenance.,0
thanks for the heads up about the 2 hour delay,0
"when i sign in into trueblue, why do i have to do it twice? happens to everyone around me",0
mechanical failure is not boston fault.,0
290 to boston,0
i am going to miss a hugely important meeting because of your constant delays,0
when your flights delayed gtgtgt,0
sorry to report we are stuck on tarmac... being held so,0
"i was a bit steamed in conjunction wmy new 7hour wait at first, but having sat down and bought a bit of tea, i have settled some",0
"appreciate what you have done on your end to make this right, but still unhappy with initial incident. will be calling.",0
"lines may be extra long or security slow, but seems your employees too quick to blame customers who do not arrive 34 hours ahead",0
this is the error message paper tickets cannot be serviced online. please see a jetblue crewmember for assistance.,0
ccndjp i can send a screen shot of the systems error if an email address is provided,0
"inconvenience is an understatement. more like torture. clearly going down the wrong path, jetblue.",0
"do not just cling on to the safety card. it safety was really an issue, then flight would have landed immediately. .",0
i waited in line all that time to be told by a crewmember that there is no update until 930,0
phone agents cannot see same flights i see online??? cannot change tickets even when i am paying. very frustrating,0
why was flight 669 forced to return to ny when there was a malfunction? why not land in the countless air strips surrounding chi?,0
denverboston 210 flight 994 and bostondenver 215 flight 493 both planes! visible snack crumbs on seats on all upon boarding,0
"felt a bit like they were adding insult to injury, since we will be in terminal 5 for seven hours until the next flight",0
i knew the 34 hours sounded odd missed a flight we hit jfk an hour early for and your gate attendant told us 34,0
well being on time is not going to happen now. safety does come 1at. looks like i will have 2 look 4 another flight now,0
you said 15mins to take off and now we were told 1hr more delay amp possible cancelled flightlation. how do you plan to rectify this?,0
i hope so. wanted an early flight to avoid the airport chaos but it is too late flight for that!,0
no updates on anything! all we know is there is an issue with the front wheels being locked.,0
"flight 99 to dca 2 delays, i am all for erring on the side of safety but it is an inconvenience to people with connecting flights!!",0
it is ok. things happen. just very frustrated when you have to change your schedule. see you tomorrow for a new rescheduled flight.,0
i had a sjc to jfk departing 1055pm tonight. i have to now change my whole schedule. can we get a sort of refund for this?,0
your airline should have a better system to inform your clients when their flights are cancelled flightled last min. we have schedules too,0
the slowest boarding process i have ever experienced and rude customer service agents.,0
needs to get its act together in,0
"yes. best case scenario i get my gear late flight friday, early saturday. camp starts at 6am tomorrow flight",0
in ca for the weekend to attend a training camp thanks for sending all my gear to fl looks like this trip is a waste,0
why are you making me stay in jfk until 2 am or late flightr? just let me rebook without making me pay more,0
and stranded passengers are not being helped to get another flight?,0
why did you just cancelled flight flight 670 last minute?!?,0
i am sitting on the plane. too many predictable mechanical problems. still onboard. this is getting bad...,0
on your 1503 flight jfk to pr. they got the doors open on this frigid temperature.,0
1051 for bags frm flight 424!!!,0
bags hv been posted on board for flight424 on carsl 4. now switched to carsl 5. it is comedic watching passengers run frm 1 to othr,0
the one man in baggage office says i do not know. help,0
where is our luggage?? flight 424 has been waiting an hour for bags!,0
what is going on? we arrived at 1051pm not one bag has been unloaded!! flight 424,0
service for baggage at jfk is incomprehensible. no employee knows where our luggage is frm flight 424 lax to nyc its an hr wait now,0
"yes of course, before i left the airport. i kept looking but claim is still open.",0
stewardesses cannot work wo a galley light! back to nyc to change a light.,0
why do you have every channel but how are and i supposed to watch scandal? but free flyfi is sweet!,0
i left my apt 10hrs ago to go from boston to sjc and i am still nyc. please bring back the nonstop flight.,0
what is going on with the flight from buffalo to jfk? have they figured anything out about the temperature and the tower yet?,0
we never received that 15 credit for inoperable tvs on our sfo gt jfk flight 2 weeks ago. never got an email...,0
the pilot just stated that after 22 years of flying he has never experienced anything like this.,0
we now have to get off of the plane and wait another 12 hours for someone at the to read the temp.,0
i appreciate the quick response but how can no one go outside to check temp so we can leave in buf,0
after 40 mins they tell us they cannot check temperature for at least 2 more hours. so it is back to the gate to wait.,0
time to reevaluate my nyc carrier.,0
what is going on with flight 669 and how many free trips will i get from this epic inconvenience,0
the departure time keeps getting late flightr. i will be lucky if i am home by 3am,0
how come you are responding to everyone else and not me,0
what a patronizing response to a legitimate issue,0
yep. 1 hour at logan. gangway broke and cabin crew stuck on plane. they just arrived. passengers request butt massages.,0
i love your flights! but there is always some delay unfortunately,0
my butt hurts.,0
that is what they told me half an hour ago,0
i have been hanging here for almost an hour,0
"took forever for catering to get to my flight, now are very delayed. so ticked off right now.",0
it is absurd that i have waited more than 45mins because the flight attendant assigned for my flight is late flight. you do not have others?,0
delayed flight bummer,0
"well, we are on our way now, but more than half my tv channels are just static.",0
what is happening with the flight from fll to sfo? why the delay and the reroute?,0
shut up an turn on the tvsmusic,0
"if your confirming to me that the rate will not go down again looks like i cannot fly jetblue this time around, cannot afford that price",0
he was trying to take stuff from the under the seat in front of him and bugging out throughout the flight. did not feel safe.,0
been a member since 2007. looking to travel next week 224227. could not book right away due to all the snow i am in bos.,0
i do not want to seem crazy! have already asked twice!,0
"sent an email more than 24 hours ago asking a few questions, still no response. need answers before hopefully flight booking problems flight...",0
all they said was delayed due to mechanical issues. i am looking for something a little more specific.,0
"if i am about to get on a plane, i think i deserve to know what the mechanical issues are for the flight being delayed.",0
can you give me an update on flight 1684 mcogtjfk? they are saying mechanical issues but will not disclose what they are...,0
walked from the gate to the just ask desk by gate 1,0
on flight 2416 to orlando...ridiculous that we had to wait for this high school band to board. ?,0
"you service agents at mco are great, but their are not enough of them working right now!",0
not to get into semantics here but by means within the extent or period of during and it is still technically 219,0
is giving me false hope of ever getting home,0
not cool to announce a flight delay when everyone is checking in. a 4 hour delay bdldca with a staff offering no help.,0
what is the hold up with flight 1553? boarding should have taken place 30 minutes ago.,0
now we are waiting over an half hr for the packages. what is wrong with you guys??,0
do your trueblue pages not work on chrome or safari? i keep getting blank pages when i lick on the trueblue tab on your site.,0
that is my point! they are only offering me a flight the next day and expect me to now pay for a hotel because they cancelled flightled.,0
i can probably find some of them. are the ticket on there?,0
"no they offered the flight 419, i paid, then they changed it.this is the 2nd time you have done this to me. ruins cruise plans",0
i cannot do that flight. i need a late flightr one! i need you to change my flight. you guys changed it and now i cannot do that time!,0
my bag is missing from 1099 landed over 6 hours ago. help!,0
"apparently, the substitute pilots for flight from bos to fll cannot be found. no info is avail from the counter. how about you?",0
landed at mco before 9am and still do not have my bag. you were supposed to give it to disneys magical express this am.i am livid!,0
flight 69 ha! one employee said they were reassigned another said they just left. i just want some warm weather!,0
"i want to add, my flight to mexico was on air canada. same exact situation, but with none of the problems i have had with jet blue.",0
you mean take more of my time to write you a physical letter because the fraud department does not have email or telephones. right?,0
capital one and i explained the false fraud alert. why did the jet blue representative issue me a new tkt if it was not resolved?,0
"no, it did not all work out. i called jet blue from mexico to address the fraud alert with capital one on the line. rebooked.",0
actually they said the fraud issue was never resolved. but why then did they issue me a new ticket of the phone?,0
"i called jet blue to get an explanation, and make sure it would not happen in the future. i was told to write the fraud dept.",0
"when i arrived at the airport, i was told my ticket had been refunded because my name had a fraud alert.",0
but jet blue had cancelled flighted my ticket amp never reissued it.,0
"has screwed me over for the last time. , glad to give you my business.",0
alternatives? you have absolutely no respect for loyal customers. 8 years. no more. i am done.,0
pooling and gifting are completely different. i should not have to be charged 375 to send points. its disgusting.,0
why would you charge money to transfer points to someone?,0
does not help if i have to fly on specific days,0
it is noting about me i m perfectly fine it is the attitude and dealings with flyers. stubborn. demanding. unwilling to accommodate.,0
i am sharing it to the public. i fly 20 times a year and sitting now on the tarmac in fll. your staff is the worst i ever met.,0
what is up w flt 4? brothers fiancé sitting on board for 30mins w tech issues.,0
is giving us free movies because apparently the dunkin donuts coffee is a safety hazard. ?,0
as long as someone remembers to put it on plane right? that was a really lame excuse.geez can do much better,0
what else could possibly take the place of coffee at that hour??hope pilot was not relying on aircraft for caffeine.,0
what is up with lack coffee on 730am flight. was told someone forgot to load coffee onto the plane. what?????,0
"do not get me wrong i love flying with you. tv, free bags and descent fares. the recent plane problems are just annoying.",0
i appreciate that. when i flew with you in january the check engine light came on right before take off. now it is a computer.,0
hey guys! your flight booking problems system ran my first and middle names together at time of flight booking problems. is that going to be a ?,0
he cancelled flightled a flight amp was given 2 weeks to apply travel bank credit to another flight amp credit was transferable,0
how is travel bank credit issued by your company fraud i acquired credit from family friend charles kravitz see his account,0
talked to a manager and she offered we pay 3xs in cash what we originally paid,0
. omg. bored amp read through this conversation... seems like jetblue is on point.,0
cancelled flightling tickets for 3 best friends going on vacation and never told us,0
apparently the pilot had made some announcement about engine trouble and losing fuel too quickly.,0
trying to charge us 550 dollars cash for tickets we paid for months in advance,0
please get service started at and offer good routes lile florida upstate ny vegas etc,0
"cancelled flightling flights, sending out tickets, then not telling the buyer... how is that allowed?",0
i am here what is your resolution?,0
not making a great first impression on my first flight. 20 minutes before boarding and the gate agent still cannot assign me a seat?,0
my flight 1318 is delayed and i am connecting from boston. is it possible to switch me to flight 118 so i can make my connection?,0
loves cancelled flightling tickets and not telling their customers,0
tickets were confirmed and sent out. find out today that they cancelled flightled our tickets months ago and never sent an email,0
would have been good to know months ago that you cancelled flightled our flights leaving tomorrow,0
"rather than trying to resolve customer issues, only options offered were paying cash airport or write letter.",0
i am on flight and no booze being served 30 min in... what gives?,0
i have used you guys for 10 years but after this experience i will never ever use you again.,0
managers telling us to write a letter because we are upset about our tickets to leave tomorrow getting cancelled flightled without any notice,0
maybe stop telling people the wrong info on your customer service calls.,0
"customer service was so bad updating my points, once i use my next points, i will not be flying you. point system is almost a sham.",0
ruining vacations left and right. who would have thought an airline can cancelled flight tickets without telling the buyer,0
better find a way to get me to puerto rico tomorrow morning besides charging us three times in cash what we originally paid,0
i spent over an hour of my morning on hold w your customer support. i want my confirmed flight to be taken care of,0
does it look like to we talked to customer service?,0
"claims w customer protection they will notify customers of delays, cancelled flightlations and diversions.",0
if there is a processing error the why do you send out full flight tickets and confirmations?,0
tells me 130 paid amp confirmed flight will now cost me 566.80 cash only airport 22 hours before my flight,0
worst. booked in october w email confirm amp never informed cancelled flightlation. instructed to mail written letter,0
"no, he did not have more info. i was more infuriated by the way previous rep treated me. how she can possibly work as a jetblue rep?",0
she hung up before i can get name. she took no accountability for keeping me on hold 20min. next rep was not able to track name,0
the free wifi makes up for the television not working... it is staticy,0
i have been on phone with rep for over 30 min and was transferred after asking not to be. she was the worse rep i ever had,0
how is it possible the only way to contact your fraud department is mailing a physical letter? no telephone? no email? really??,0
is flight 51 on 42415 moved back? when i booked it said we arrive 1131 but now it says 1208,0
case making jackass out me we not allowed do favor say?get right care less!me no out of vacation now true see!am!peter scott,0
false agent let us do an extra leg room upgrade for but not upgrade to mint. poor business practices.,0
tried them not helpful. really dissatisfied with flight booking problems my whole trip with jet blue this time around besides the flights.,0
rqstd upgrade to mint at lax and was told no because i used points! why turn down 1600 bcz i used points?,0
trading customer experience for short term . so sad for this previous? loyal customer.,0
flight 577 fll to sfo. no speed line even though i paid for it. no coffee on flight. and my non stop now has an unscheduled stop,0
why was not a 15 service credit voucher i received for tv not working accepted on my next flight for a pillow?,0
s ceo battles to appease passengers and wall street,0
every crew member i dealt with in orlando was incredibly rude. i am actually pretty disgusted with jetblue right now.,0
is it your standard protocol to call security onto a plane for a crying baby?,0
finally starting to come out. 40 minutes and no communication is not acceptable. letting me down today.,0
found someone to ask. no answers. landed almost 40 minutes ago.,0
flight 1951. bags have not come and we landed 30 minutes ago.,0
gnight checked in at pos amp supervisor was unaware of policy. that sucked having to guide him to the internet. he was v unfriendly,0
"2 hour delay while sitting on the plane and you still want to charge me for beer? nah, i am good.",0
"your customer services agent jorge at orlando international is rude and disrespectful, i never want to deal with your bullshit ever",0
"if it was simply a minor mechanical, why would they say that?",0
can you tweet to get the word out?,0
my mother had overheard a personnel ask the attendant if the passengers really knew what was going on and the attendant said no.,0
what happened w from bossan? my mother is onboard amp the crew was evasive as to why they had to return to bos the first time.,0
it says it is now 958 you owe me,0
i want you to pay for my parking fee at orlando airport because your app told me my moms flight landed at 919 and it lied,0
they told us 10 minutes almost 40 minutes ago.,0
"1472, fll to lga. this is getting old. 4th flight in 2.5 weeks, 4th significant delay.",0
i just submitted feedback for you . not a good way 2 handle baggage or customers,0
"i was believing you for a minute, but we just got delayed for a 3rd time!",0
delay perfect time to learn swift programming with,0
"i put it my to and from airports, click update and it tells me to put in my to and from airports.",0
why does not your best fare finder work?,0
third jetblue flight in less than a week. all late flight not for weather. reliability going downhill.,0
this is how you have me feeling...,0
why is the buffalo flight so late flight?,0
you suck big donkey balls!,0
waiting for flt 105 to chicago. why has not aircraft left buffalo yet?,0
i do not think i will be testing those waters out on my own dime again.,0
cmon now. my flights delayed annnnnd you cannot give me a pick?!? i am about to tweet at or ...,0
flight is 100 full.,0
walked down the hall to carousel 8...found all bags sitting there. still no words from crew...signage still not updated,0
headphone jack not working on my flight.,0
tried...considerable confusion...no announcement...no sign updates,0
what is up with luggage for flt 790 dcabos? pax waiting for 30 min for bags...no show. carousel 6 signs not updating.,0
i had 2 fight 2 get a credit for the value of my bag but i got it.,0
they did not have any amp asked if i wanted tea. how do you have teaampnot coffee? i am a gold on united amp coffee i nvr think 2x about,0
you are wed bwiboston flights 8pm really need to be better scheduled! they are almost always delayed!,0
i would fly to an airline who actually gave a crap about its fliers outside of generic apologies. jet blue is terrible,0
the big board says we are not leaving until after 830,0
while i appreciate that you actually responded i travel way too much for you to tell me coffee is not a basic option,0
", my dads vacation to sxm got delayed a day because of shoddy service. earliest fll gt sxm flight? trying to hep him out",0
i did not report the updated info do not know how to reach them without a super long wait on hold at your main number.,0
whoa! no tag and you still saw my tweet. flight 105 jfk to chicago. trying to get home to see my little brother wrestle!,0
so why do you put this at the bottom of you are baggage report? for fun?,0
"if you want to be helpful save me the trip from westchester cty to jfk, plus parking my info is in the photo",0
i am heading to jfk now just on principle alone to deal w my lost amp damaged bag.,0
you now have my gears grinding. the jfk baggage office told me i need to bring the bag back right now if not they will close my claim,0
you say our safety is our highest priority but that does not extend 2 our property? this is totally nuts.,0
glad you happy i have my bag but as a traveler i entrusted you w my property amp you return it damaged amp that is the best answer you have?,0
is the worst. i have to postpone my trip and they cannot accommodate guests like,0
prfriendly tweets do not help drive accountability. hope mr. hayes takes note.,0
only wish your ground operation was as expedient as your twitter response team! delay just got extended!,0
only w 70 upgrade. unsure why she cannot just switch someone around. i called 24 hrs in advance for this reason.,0
keeps asking me to enter a valid email address. my info is saved and has worked hundreds of times before,0
cannot change it. true blue points and i cannot get to a phone,0
should have been on one of your flights instead... has now lost our bags to add insult to injury,0
i am trying to add my 2012 flights to my badges account but i do not see an option. help plz?,0
"i cheated on you, and i am sorry. i will never do it again. has given my wife and i the worst start to a honeymoon ever",0
lots of people scratching heads and looking at screens ignoring passengers,0
what is going on with 1171 lgafll...poor to no communication from gate agents??,0
"fyi your android app is set to not be applicable with the nexus 6 please fix its a phone, not a tablet. cheers!",0
"our community. if you want our continued loyalty, you need to do better than that. perhaps some training is in 23",0
"insensitive? are lifethreatening. unsolicited uneducated opinions are inappropriate, reckless amp dangerous to 13",0
oh no! i thought it did.,0
nope. none to be found,0
i may need to. i had a 40 minute layover and now have a 15 min delay on my first flight.,0
"i may not make my connection and need to find out my options, yet no one is here.",0
extraspeed line closed in tampa. what gives?,0
would love to respond to link but supervisor tore ticket up and refused to give me names and hid her badge from me,0
you respond to my friend but you cannot respond directly to me,0
you want to help out? how about you reimburse the money you because my band to lose.,0
but you guys should know that musicians are very sensitive about the safety of their instruments when flying. for good reason.,0
ask but i teach marketing at a university and will gladly consult on customer service and how not to treat passengers.,0
loves to respond to positive tweets but they ignore problems w customers. just ask nola musician about that.,0
call was not made by the inflight crew. they in fact asked us why we did not bring it on.,0
last week i bought a plane ticket round trip to fl amp just 4 fun i look at the price of them today and they went down!,0
only middle seats. sfo gt bos. not fun. she keeps getting 10 credits. would much rather have a working tv.,0
disappointed we were not allowed to bring on an aircraft approved carseat on an empty plane. not cool.,0
maybe have a supervisor find out why the international checkin at ftl has not moved in 20 minutes yet employees picked up 100 pizza,0
third flight in a row for my wife with her tv not working...,0
what is a personal email that i can contact? i have a complaint that you should know about,0
what is up with website cannot access flight info,0
"you are missing the point. the flight left an hour late flight. why are you allowed to be that late flight, and still charge me 50 and 10hrs?",0
2nd time flying jetblue this year and my armrest tv controller does not work agian!!and that is the main reason i fly jetblue,0
"it is on me, ! that is not what you said last night, though...",0
the two of you should team up to serve cinnabons on the flights!!!!,0
hey you guys remembered lol! but now my bos flights delayed... and turn the heat down in t5 it feels hotter than pr.,0
"spoken to 2 reps. once i am allowed to check my bag and through the tsa checkpoint, i guarantee i will be talking to someone.",0
and the 20min line i stood in to drop my bag off?,0
"got txt 40min after sched dpt, saying plane had just arrived jfk. late flightr txt w dpt gate change. then 904 dpt for 740 flight.",0
i was not allowed to drop my bag off for my flight that i was running 10min late flight for. turns out it left over an hour late flight.,0
my son left his ipad on flight 1401 from jfk to fll on monday. i called and left message and have no heard back. seat 25a.,0
all taken care of ... other then the dropped call and the total half hour wait,0
"you stood me up last night, but i am giving you a second chance. i am just a boy, tweeting an airline, asking them to fly him home.",0
waited for 15 min then got disconnect,0
is i cannot make changes on the website am i still charged 25 dollars for using phone,0
your agents at iad have compounded this problem by not making any announcements,0
"just a heads up, this page no longer exists",0
wonder if that is the pilot tweeting you back? is it legal to tweet and fly? what if the plane in front stops suddenly?,0
they say they have no update. i do not work i do not get paid. jet blue has my money but no flight. argh!,0
no news here at the gate. what are my options?,0
well i am glad i got up at 5 am so i can sit in an airport. no place else i would rather be not,0
no ... i am guessing i have to call someone,0
why 730 and not 645 as scheduled?,0
iad to jfk still has not boarded. what is todays excuse and how am i going to get to work?,0
why is t that every time i fly jfk even more speed does not work waiting for 10 min,0
"clients got zero, in 32 years career never thought this was possible.2 suitcases worth thousands of in italian clothing robbed.",0
